"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDX28","OUT010",307.225182611266
"FDB41","OUT027",1431.86073115857
"FDG53","OUT046",2411.63841958884
"FDL15","OUT010",521.394301415066
"FDQ08","OUT049",967.109898629317
"DRN36","OUT013",1683.32497205297
"FDI46","OUT013",3855.16788980379
"FDG16","OUT027",5774.30099445465
"FDV32","OUT013",941.891170838486
"FDF44","OUT010",363.727886375613
"FDK04","OUT018",839.939475944862
"NCA41","OUT013",2836.48419504692
"FDD51","OUT017",627.81386470883
"NCZ53","OUT045",2940.33637835518
"FDP01","OUT027",3985.18017931866
"FDY25","OUT049",3298.33637565952
"FDB17","OUT018",2696.79310114292
"NCV54","OUT018",1709.72569894284
"FDJ32","OUT017",917.229801684275
"FDA37","OUT049",1955.40600129122
"FDG35","OUT035",2693.86652497506
"NCM05","OUT018",3216.73343187859
"FDG45","OUT046",3693.05191448355
"FDH28","OUT013",644.239948718541
"NCE18","OUT049",3948.98987872679
"FDH38","OUT045",1805.38277699098
"FDR56","OUT013",3028.64214513564
"FDH17","OUT027",2550.51166409751
"FDD39","OUT049",3413.11754713806
"FDB41","OUT049",685.222015422064
"NCR53","OUT046",3332.84854726429
"FDX46","OUT017",888.035351109511
"FDV28","OUT049",673.18514688814
"FDA08","OUT018",2416.93242645316
"FDH45","OUT017",687.547664053202
"NCS38","OUT010",356.305465293226
"FDD40","OUT010",623.072421618631
"DRM59","OUT035",2488.49924151956
"NCJ43","OUT018",2599.11543121019
"NCN29","OUT013",655.077739668258
"NCC19","OUT045",2911.88959866122
"FDR56","OUT035",3183.11863443369
"FDZ43","OUT049",3676.18589735091
"FDJ32","OUT010",259.053719523602
"DRH03","OUT017",1361.69007289396
"NCZ54","OUT035",2905.07253750926
"FDE26","OUT017",2540.00628289428
"FDS03","OUT045",1115.93360856986
"DRZ24","OUT019",293.000380971216
"FDO48","OUT027",5844.8256765032
"FDW39","OUT049",2841.90445866529
"NCK05","OUT049",1032.11876113676
"NCK30","OUT017",3756.86862372196
"FDT27","OUT018",3265.35252887766
"FDS08","OUT019",501.277301057443
"NCJ19","OUT049",992.03280654001
"FDC58","OUT045",662.66925744733
"DRE37","OUT013",3333.27272199558
"FDW02","OUT035",2135.53013283023
"FDJ02","OUT010",512.780244053667
"FDX09","OUT045",2844.11942408906
"FDT31","OUT010",610.948177855087
"FDI24","OUT049",3120.11972965754
"FDY09","OUT045",2878.33500142495
"FDV28","OUT045",602.280673607292
"DRM47","OUT049",3413.78383123655
"FDT52","OUT019",607.473080425122
"FDI48","OUT018",667.779903758891
"FDY55","OUT017",4593.2091880415
"FDU48","OUT013",2144.09497644939
"FDN25","OUT045",773.082200572025
"FDP20","OUT049",1932.13104166753
"FDJ15","OUT013",2905.21831480589
"FDD04","OUT018",1898.81371751572
"FDY58","OUT045",3739.09568668485
"FDR37","OUT018",2524.98513593033
"FDF44","OUT013",1950.32223470794
"FDD32","OUT045",1272.80508499041
"FDR57","OUT017",2561.64621613866
"DRG39","OUT027",1612.45310816787
"FDX15","OUT017",2768.5090463322
"DRN37","OUT045",2672.3299669372
"FDW40","OUT027",3973.97080665891
"FDB32","OUT049",1353.95765541494
"FDM40","OUT018",1981.84241159839
"FDE39","OUT027",3342.51794825208
"DRH49","OUT017",1271.53250009568
"FDT46","OUT049",775.599583955089
"NCF06","OUT035",3629.69071263217
"FDP07","OUT017",3084.61280314074
"FDC04","OUT013",4175.69451061663
"FDZ32","OUT017",1842.2777866547
"FDD50","OUT045",2875.35045729405
"FDU56","OUT017",3081.51526742243
"FDV34","OUT017",1406.47889915536
"NCY41","OUT013",629.122373410957
"NCK18","OUT046",2497.17602778774
"DRH25","OUT049",886.520619611135
"FDT57","OUT046",3474.09061057073
"FDV56","OUT018",1259.20418876298
"FDV12","OUT045",1506.6198159582
"FDN52","OUT017",1733.07777799425
"FDX38","OUT035",818.156959333687
"FDE47","OUT018",1751.83854973309
"NCO07","OUT013",3391.27618629055
"FDV09","OUT027",4291.39720983252
"FDZ23","OUT019",510.342795556726
"DRH51","OUT018",1195.64790727106
"NCY54","OUT045",2670.04688145338
"DRG49","OUT013",3932.05877658815
"NCC19","OUT049",3435.14502026081
"NCV53","OUT045",3912.48024194703
"FDZ47","OUT019",278.242501598786
"NCO26","OUT018",1787.13537086184
"NCP02","OUT045",1081.38036678589
"NCW30","OUT018",3315.53497284231
"NCN55","OUT046",3442.60427830272
"FDB20","OUT010",282.068898863321
"DRL11","OUT013",2331.9296933784
"DRD60","OUT045",2937.15666300042
"FDW14","OUT010",272.148994979968
"FDL27","OUT010",368.068748875228
"FDU09","OUT018",789.323799637679
"DRH36","OUT027",2209.25658221992
"FDP34","OUT027",4464.8203614341
"FDE04","OUT017",2777.49935700045
"FDZ57","OUT027",3405.11131931107
"FDF02","OUT010",329.826056026442
"FDG28","OUT045",3947.7083044991
"NCI31","OUT046",705.754585779425
"FDT43","OUT013",764.200671806243
"FDU20","OUT046",2093.48268171151
"FDD53","OUT013",700.194164528464
"FDW15","OUT045",2615.87771979264
"NCT53","OUT045",2534.09608139208
"NCG55","OUT027",2793.60705922951
"FDD48","OUT035",1674.08279363083
"FDG47","OUT049",4123.78118377316
"FDI21","OUT017",1260.51026375333
"FDT27","OUT017",3982.99493901159
"DRO35","OUT013",1974.41229566662
"FDD33","OUT017",3751.18819714388
"FDC04","OUT035",3671.32475814876
"FDY34","OUT013",2580.38062227292
"DRJ49","OUT049",1979.62281429095
"FDE05","OUT049",2480.72116593764
"FDU31","OUT017",4064.64665264262
"NCN19","OUT027",4848.37114039915
"FDK56","OUT027",5190.87072424814
"FDK58","OUT017",1755.58042827763
"NCJ42","OUT035",1698.71508409175
"FDZ34","OUT027",4853.14569423363
"FDA52","OUT018",2503.74614948327
"NCR29","OUT013",765.201275861873
"FDT48","OUT035",3131.97066321029
"DRJ51","OUT019",636.31947989887
"NCS54","OUT046",2785.0163491594
"FDV01","OUT035",2508.77667692254
"DRG51","OUT027",4162.11316718509
"NCG42","OUT013",2105.66331369949
"FDA51","OUT049",1800.54328970919
"FDV19","OUT010",479.143814932983
"NCT18","OUT045",2979.36951745725
"NCS41","OUT045",2872.95154217657
"FDO03","OUT046",3869.7365658467
"FDL12","OUT010",188.28055586414
"FDY37","OUT010",538.646642241202
"FDI58","OUT049",1511.20056475128
"FDT28","OUT018",2147.58672124763
"NCC42","OUT010",563.012111842578
"FDO01","OUT017",2356.43086418865
"FDJ02","OUT013",2502.78341625979
"FDQ04","OUT018",647.504530497766
"DRL47","OUT013",1962.22218856238
"FDZ32","OUT035",1725.35668334034
"FDC35","OUT035",3757.25355788521
"FDX14","OUT045",1229.20359910808
"FDZ35","OUT013",1593.33759580779
"FDL14","OUT013",2287.19958724287
"FDO04","OUT049",914.673038021991
"DRK11","OUT017",2660.64553408591
"FDB44","OUT018",3422.4366708299
"FDZ50","OUT049",3306.53881866603
"FDI12","OUT027",2666.16509702637
"FDU43","OUT017",4140.43596186852
"FDD58","OUT010",303.35688303802
"FDB27","OUT017",2864.86438654193
"FDB04","OUT018",1182.33699229213
"NCO17","OUT013",1743.56968152193
"FDL12","OUT017",858.360503004672
"DRJ13","OUT049",2630.99173080096
"FDD57","OUT045",1435.02710804639
"FDW19","OUT035",1732.00415946672
"DRD27","OUT018",1232.00779413227
"FDH27","OUT027",4177.31490768088
"NCW30","OUT027",6210.51424340526
"FDR40","OUT018",1175.04968814081
"FDG05","OUT013",2280.96130011393
"NCY41","OUT019",133.043923026643
"FDI38","OUT018",2988.69747461521
"FDR20","OUT046",709.046203345072
"FDE09","OUT017",1846.23144350743
"FDN50","OUT019",276.077905947883
"DRF27","OUT045",2568.68515598588
"DRF51","OUT013",653.183643910731
"NCO02","OUT019",226.355271683729
"FDB51","OUT027",2243.88935408758
"FDJ50","OUT013",764.668788130329
"FDN52","OUT013",1642.53918094584
"FDX14","OUT013",1408.8803389669
"FDT27","OUT019",593.212265392582
"FDV10","OUT013",715.675548264959
"FDU33","OUT046",864.838413946807
"FDU58","OUT046",3446.93796392862
"NCP42","OUT027",4982.51287600835
"FDL51","OUT027",6075.72969033163
"DRH15","OUT027",1475.93815372355
"FDU16","OUT017",1263.17107781769
"FDW15","OUT017",2642.77926808125
"FDQ44","OUT045",1959.1820510417
"NCI06","OUT027",4642.70999498969
"DRK23","OUT019",591.960649956398
"FDC28","OUT035",1658.80516428099
"NCY17","OUT019",137.769134347649
"NCV05","OUT018",2368.66198355465
"FDM34","OUT019",314.956305560896
"DRD60","OUT027",5041.86875316854
"FDT38","OUT046",1361.91964745644
"FDQ57","OUT018",2348.73377711711
"FDE59","OUT027",1337.80756925235
"NCM43","OUT046",2477.82789528244
"DRI51","OUT049",2935.0670399028
"NCG30","OUT017",2031.22574487648
"NCK54","OUT035",1906.7223315568
"FDQ16","OUT019",272.109323119094
"FDI36","OUT013",3003.44829448472
"FDX16","OUT027",3907.88391697779
"FDA34","OUT046",2605.78526238842
"FDJ48","OUT018",3200.47133533077
"FDU47","OUT035",2423.61461113139
"FDS39","OUT046",2508.49877296264
"FDD11","OUT046",3341.07560437903
"FDM16","OUT027",2485.67866050675
"FDU56","OUT018",2633.61358631218
"FDQ32","OUT017",2186.54733210352
"DRK35","OUT013",691.260263227721
"FDA58","OUT049",3774.27847728862
"DRG48","OUT019",400.21178843663
"FDT59","OUT010",868.676704841658
"FDQ31","OUT019",237.07230786487
"FDS51","OUT018",800.261886006782
"FDW32","OUT027",2404.63932931925
"FDI15","OUT027",6422.27102600897
"NCV30","OUT017",996.268602663222
"DRG25","OUT049",3435.92209549271
"FDT02","OUT013",644.382021044386
"FDO33","OUT027",2795.11733644173
"FDP38","OUT035",865.615635467143
"FDZ45","OUT035",3476.11091738696
"NCA54","OUT027",4811.54016675854
"FDU33","OUT017",783.442696037935
"FDN58","OUT017",3975.97119511064
"FDI05","OUT045",1437.71329155666
"FDM57","OUT019",253.522218804775
"NCS42","OUT027",2704.41240962162
"FDB57","OUT045",3729.49243921427
"FDC03","OUT045",2996.16710266055
"FDZ58","OUT013",2085.8967213543
"NCK29","OUT045",1847.23259883006
"NCR53","OUT045",3630.93908307647
"FDE26","OUT027",4040.6245018549
"FDU52","OUT049",2428.86126823625
"FDE41","OUT027",2615.28932140915
"FDU38","OUT018",2760.07656057059
"FDA52","OUT017",2923.76621366508
"FDW46","OUT046",1097.47366282256
"DRI59","OUT035",3707.55294774647
"FDT38","OUT035",1234.81301380659
"FDL33","OUT018",2895.64609710643
"FDQ01","OUT027",6057.10335570088
"FDJ08","OUT046",3132.09041641166
"FDQ47","OUT049",742.732856694792
"NCZ18","OUT013",3870.97822154435
"FDE29","OUT017",908.106516668119
"FDF10","OUT027",4133.71182643587
"FDC48","OUT049",1377.26215641382
"FDY58","OUT013",3722.99361698587
"NCX30","OUT010",1078.63738791704
"FDV11","OUT013",2846.16980432121
"FDT46","OUT046",801.184901895207
"DRD01","OUT019",163.988761346812
"FDQ11","OUT013",4177.6185544847
"NCM41","OUT017",1428.04811492388
"NCC55","OUT013",599.714370349927
"FDG45","OUT027",5759.24606423638
"NCQ54","OUT049",3076.01271750681
"FDM34","OUT045",2111.6482772985
"FDD17","OUT019",565.832129643049
"FDN38","OUT027",6128.88615823912
"FDB53","OUT018",2153.98905678021
"NCL06","OUT035",3987.64482678801
"NCV18","OUT019",268.236321319368
"FDX25","OUT013",2954.33599047705
"FDB39","OUT046",801.481748994165
"FDC33","OUT049",3206.0633796002
"NCO14","OUT018",642.184214751272
"FDA58","OUT027",5745.08016985718
"NCQ02","OUT017",3311.72043752453
"NCR53","OUT017",3494.73237724469
"FDN52","OUT046",1571.22374947159
"FDG26","OUT046",3825.04956909528
"FDE23","OUT027",1395.60318332085
"DRI37","OUT013",689.619224517506
"DRH37","OUT018",2332.19505289547
"FDO01","OUT035",2148.05690129923
"FDK45","OUT049",1782.54812037477
"FDP23","OUT049",3924.81548109458
"FDM33","OUT035",3878.41456483631
"FDD36","OUT017",1998.05501699716
"FDL56","OUT017",1402.65206373234
"FDT27","OUT010",762.436997921208
"FDG52","OUT017",695.308941141524
"NCL42","OUT035",4083.36927073723
"DRJ24","OUT046",3050.07704526894
"FDV38","OUT046",743.035982387465
"FDT35","OUT045",2774.59959236325
"FDY51","OUT045",3745.1232305232
"FDC37","OUT017",1792.81209740929
"NCP43","OUT013",2798.47065576253
"FDO33","OUT045",1755.09772644515
"FDW04","OUT018",1606.97358377241
"NCC31","OUT046",2372.16622422404
"FDK22","OUT049",4112.22433076595
"FDJ50","OUT017",803.178245305291
"FDV13","OUT017",1329.25336901056
"DRL60","OUT017",2605.97466527315
"FDW03","OUT017",1790.95642277425
"FDY27","OUT035",3102.30633790808
"FDB39","OUT027",1664.62164960438
"FDU59","OUT045",2400.99538654879
"FDZ57","OUT049",1868.95985313326
"FDO21","OUT049",3844.96323418637
"FDS43","OUT018",2728.3694166249
"FDU28","OUT010",575.034865190043
"FDC51","OUT010",367.289291008753
"FDW16","OUT010",301.517401614846
"FDP32","OUT010",342.195008440349
"FDB60","OUT019",470.28689703224
"NCQ30","OUT046",2003.02949588992
"FDD26","OUT049",3463.44080384636
"FDI44","OUT045",1309.57004909342
"DRH23","OUT046",865.812277166649
"FDO44","OUT046",1755.7954717079
"FDG04","OUT046",3002.44839605005
"FDM32","OUT027",2620.02087875986
"FDM09","OUT013",2724.09424178378
"FDZ47","OUT013",1529.52770895841
"FDM40","OUT027",3784.01956584361
"FDY48","OUT017",1791.44192996956
"NCM30","OUT045",704.009025325082
"FDX36","OUT010",687.962633180127
"DRF03","OUT017",665.280932811513
"FDN51","OUT049",3983.04231841904
"FDM57","OUT049",1367.36963359105
"FDB35","OUT049",1566.6833178313
"FDY13","OUT027",2291.5633539604
"FDA37","OUT017",2183.55046394577
"NCX53","OUT017",2114.86116422414
"FDD59","OUT018",1197.31488824045
"FDX10","OUT019",140.988935592797
"FDC03","OUT018",2795.16674541256
"FDW43","OUT035",4329.83906345188
"FDW10","OUT046",2294.14664775479
"FDY14","OUT027",6390.94174225586
"FDV43","OUT045",654.419282657458
"FDO40","OUT013",2579.06662038448
"FDP46","OUT027",2555.9809012514
"NCE43","OUT019",409.518171498292
"FDD05","OUT035",1958.00601972669
"FDJ60","OUT010",596.435617059582
"DRE27","OUT018",1287.32531203529
"FDO11","OUT035",4356.8123893679
"DRG11","OUT027",2794.05828923139
"FDK33","OUT010",967.441482968742
"DRM23","OUT045",2804.00265966953
"FDJ02","OUT027",3858.90296480627
"NCZ05","OUT045",1535.01968388476
"NCL30","OUT013",1857.51662161296
"FDZ19","OUT018",2588.96832993933
"FDM45","OUT049",1910.11581422765
"FDO36","OUT046",2279.87529413453
"NCK31","OUT045",761.512029725925
"DRJ37","OUT045",2490.80792602873
"FDP24","OUT018",1624.1225566821
"FDF46","OUT013",1816.3420587525
"FDX46","OUT019",184.195784233078
"NCL18","OUT045",2584.44924997223
"FDJ26","OUT013",3418.68096861695
"FDJ07","OUT045",1731.3814711755
"FDY15","OUT013",2471.41887790332
"DRG01","OUT045",1212.16631072848
"FDF58","OUT045",1028.2252694812
"FDZ14","OUT019",289.363288260576
"FDP31","OUT049",1042.19444670489
"FDH45","OUT013",682.998154042937
"FDA09","OUT010",565.184666512528
"FDW31","OUT035",3232.48843729562
"FDA57","OUT046",665.315278725196
"NCE55","OUT035",2990.433496503
"FDC17","OUT019",566.554682807084
"FDC59","OUT013",812.053919486603
"FDA22","OUT013",2760.11864113979
"FDK52","OUT035",3849.51981217149
"NCM26","OUT046",2136.68198894075
"NCT53","OUT035",2611.47555097926
"FDW45","OUT018",2224.19861618963
"NCI18","OUT035",3760.95366649404
"FDE38","OUT018",2619.08904237598
"FDF08","OUT019",249.63860132698
"FDY58","OUT010",781.73329461338
"FDF58","OUT019",201.589101561697
"FDX39","OUT017",4184.47586113305
"FDB44","OUT049",3841.86801832939
"FDF28","OUT013",2066.76525182527
"FDE39","OUT013",1707.6915877441
"FDT37","OUT018",3121.37074163752
"FDZ45","OUT017",3276.92101382992
"FDO40","OUT035",2798.72006522761
"FDM57","OUT027",2412.62710904112
"DRG36","OUT017",3020.86420762799
"FDY36","OUT010",321.763255581115
"DRL60","OUT027",3790.00038830425
"FDS25","OUT019",251.195231959432
"DRF49","OUT027",2893.70194147092
"FDP16","OUT045",4107.78461805763
"FDS60","OUT049",2679.49281710257
"FDU15","OUT027",1500.81001129393
"FDK43","OUT046",2188.13725772332
"FDN25","OUT046",922.495821554365
"FDE53","OUT049",1543.03836843921
"FDB22","OUT013",2586.1956734441
"FDE39","OUT017",2125.78560652347
"FDX35","OUT035",4183.81849301547
"NCG54","OUT049",3139.08537068348
"FDH27","OUT035",2730.08961494254
"NCK42","OUT013",3478.00650186649
"FDS25","OUT049",1689.11582497148
"FDI10","OUT018",2890.41216009961
"FDU35","OUT035",1760.88180623801
"FDI04","OUT017",3093.62019076982
"DRK23","OUT035",4052.25580506381
"FDB53","OUT019",318.129165925379
"FDY02","OUT049",4005.30345847805
"FDM60","OUT035",722.867225689752
"NCJ31","OUT010",945.891229157889
"DRP35","OUT017",2269.98183846642
"NCQ30","OUT018",1814.58553025229
"DRL11","OUT010",448.171420510914
"FDU01","OUT013",2975.71273319804
"FDR39","OUT035",3183.33233671033
"FDO08","OUT046",2539.62250507876
"FDC02","OUT045",3759.3569236618
"NCZ29","OUT035",1989.14397684477
"FDF29","OUT010",408.039923382182
"FDZ23","OUT017",3117.14777246367
"NCU53","OUT018",2483.03689946288
"NCW30","OUT013",4044.21822265325
"NCM26","OUT027",3845.04104846601
"FDV50","OUT027",3040.63435079811
"FDW15","OUT049",2543.3219105341
"FDI35","OUT027",5362.14598299706
"FDO11","OUT017",4449.97401733104
"FDN48","OUT046",1630.76309600715
"NCA17","OUT049",2488.04913557783
"NCN54","OUT013",1143.5051076312
"FDP22","OUT013",684.126230228289
"NCB54","OUT035",1929.96125664544
"FDD08","OUT045",617.572504385197
"DRM48","OUT010",154.931568834666
"FDG41","OUT027",2921.25999102735
"FDE44","OUT027",1512.45049160896
"FDE26","OUT035",2696.31486947762
"NCS38","OUT013",1997.35284148852
"NCJ54","OUT018",2988.4278349148
"FDI40","OUT019",258.146893362192
"FDN45","OUT018",3126.32341318273
"FDU43","OUT046",3838.80071219812
"FDI04","OUT010",566.841346330283
"NCC07","OUT018",1405.02614695669
"NCC07","OUT019",293.399292812046
"NCD18","OUT045",3682.75158565388
"FDU55","OUT035",4274.1832639898
"FDX59","OUT035",681.250993795019
"FDR52","OUT049",3318.75754336793
"NCP17","OUT013",794.780074801434
"FDQ32","OUT045",1953.88341389032
"NCT17","OUT049",3551.2133675581
"FDO10","OUT049",983.145390616413
"FDE32","OUT049",630.875845945782
"FDN44","OUT045",2550.08996979679
"FDH02","OUT035",1512.86983679842
"FDK60","OUT013",1679.41322151675
"FDS24","OUT019",290.511393068075
"FDL03","OUT010",659.718856246498
"FDB46","OUT027",5601.64791322732
"FDO48","OUT049",3983.25364152273
"FDZ39","OUT049",1518.93750200192
"FDT02","OUT027",1428.25290727671
"FDC50","OUT013",1689.18508587261
"FDP39","OUT035",798.782591844192
"DRG15","OUT018",1149.88535583236
"FDP10","OUT018",1340.67656708396
"FDF53","OUT027",4760.96478917989
"FDN34","OUT045",2875.15376059238
"FDK02","OUT045",1825.7730441034
"FDC23","OUT045",2712.08398471138
"FDJ10","OUT019",413.480358830054
"FDE53","OUT035",1505.73554443136
"FDR25","OUT035",4475.80470891162
"FDW50","OUT046",2594.49332759931
"FDS09","OUT049",835.640214533852
"FDW49","OUT010",571.383806760053
"FDU51","OUT046",2545.71545061304
"FDF28","OUT018",1597.14659232273
"NCY30","OUT018",2343.82397529913
"FDD44","OUT045",4284.32298907851
"FDX09","OUT017",3028.38484350296
"NCF30","OUT013",2064.48507729418
"FDZ50","OUT019",461.779015752701
"FDW37","OUT013",1374.33341612599
"FDD11","OUT049",4230.41974670209
"DRH39","OUT018",1115.96670807764
"FDA36","OUT049",2900.51020779813
"NCG43","OUT049",1377.79795226383
"FDF02","OUT035",1507.71275319878
"FDP57","OUT027",2641.39998091692
"NCE42","OUT017",3566.20234603348
"NCR38","OUT027",5545.61673766284
"FDP03","OUT019",292.691129548694
"FDO51","OUT035",854.217717450168
"NCQ42","OUT046",2180.26671792745
"NCM41","OUT046",1533.32378121297
"FDH48","OUT027",2367.58822278434
"DRF60","OUT046",3517.82915914926
"FDJ27","OUT035",1516.72608192439
"FDQ14","OUT013",2347.82370990374
"FDN27","OUT017",1956.2783025173
"NCQ02","OUT046",2936.92859746376
"FDJ33","OUT049",1945.51335473587
"FDP07","OUT027",5359.90829170313
"DRE01","OUT049",3591.11935672161
"FDU36","OUT045",1513.39705476648
"FDL28","OUT017",3901.2163185293
"NCX53","OUT046",2056.001358434
"FDZ39","OUT013",1571.34718621222
"NCP42","OUT013",2872.78805961096
"FDJ14","OUT035",1440.58213927556
"FDK04","OUT049",864.661355614744
"NCC19","OUT017",2820.80006328621
"FDS09","OUT018",731.793567821838
"FDZ02","OUT046",1759.70817988568
"FDD35","OUT018",1748.81340583774
"NCY42","OUT017",2586.07033647667
"FDB05","OUT045",3904.4739997078
"FDF20","OUT035",3512.17548584501
"NCO41","OUT018",1355.15880051127
"FDC40","OUT027",2318.16242938959
"FDV58","OUT045",2576.07214563857
"FDZ57","OUT045",1772.8588690868
"DRM35","OUT046",2891.06528632909
"DRN36","OUT018",1241.14838780531
"FDQ13","OUT046",1466.20325916413
"DRO35","OUT010",370.29803743148
"NCD43","OUT035",1759.23263912387
"FDA51","OUT018",1548.69916912423
"NCX17","OUT027",6729.46281258491
"NCZ17","OUT049",770.660511429239
"FDR11","OUT027",4324.0183258698
"FDW34","OUT049",4130.19695322094
"FDN50","OUT017",1437.58902570302
"FDS09","OUT046",896.27692813566
"FDS48","OUT018",2147.42570506197
"FDL44","OUT049",2736.05773748888
"DRF48","OUT018",2698.77406723593
"FDA14","OUT018",2004.12595747458
"NCD30","OUT049",1497.54237327252
"FDI16","OUT017",796.268880693744
"NCG06","OUT035",4002.68985287414
"DRZ24","OUT035",1971.61627467902
"NCS17","OUT045",1383.80743292832
"FDB37","OUT045",3655.63251956879
"FDE10","OUT035",1994.17016190845
"FDC57","OUT045",2856.71083700238
"FDM12","OUT018",2514.87795583918
"FDE24","OUT049",2304.3325366044
"FDW22","OUT045",3722.64717991271
"DRD01","OUT027",1629.09291251252
"NCZ18","OUT027",5822.87689836765
"FDN49","OUT045",666.259132733948
"FDR22","OUT035",1902.87397661205
"FDV08","OUT019",136.517962683933
"FDY39","OUT046",3580.97939020758
"FDV36","OUT049",2126.66845183902
"FDO60","OUT045",698.579965238127
"FDU04","OUT027",3118.1313389234
"FDR20","OUT027",1576.38197129219
"FDW19","OUT019",267.684973991781
"FDU40","OUT049",2753.52820673087
"FDK15","OUT045",1504.08608920465
"DRF15","OUT035",2346.95636449891
"FDQ25","OUT017",2828.84260407188
"FDI48","OUT019",155.206176179964
"FDS49","OUT046",1491.97499219986
"FDV22","OUT046",2621.9587095617
"NCV42","OUT046",1876.38977545232
"FDX26","OUT046",2778.7423488465
"FDI33","OUT018",1260.81663615393
"FDZ14","OUT049",2015.70765895622
"FDG10","OUT013",887.835832531063
"FDM38","OUT018",957.739417843059
"FDG26","OUT027",5853.78168013562
"FDH46","OUT035",1737.6813584876
"FDN13","OUT018",1254.57661287736
"FDU57","OUT035",2721.4831754411
"NCI06","OUT046",3058.76675651279
"FDM38","OUT045",942.848122626993
"NCG42","OUT010",471.085377113457
"FDL39","OUT045",2693.9209404726
"FDT31","OUT019",514.961376057037
"FDV59","OUT013",3867.70412824544
"FDB49","OUT035",1714.02803178497
"FDD58","OUT049",1653.39394815074
"DRN59","OUT046",741.548808531367
"FDX48","OUT049",2489.03903234649
"FDQ11","OUT049",4030.02370197225
"FDY12","OUT049",813.648171664987
"FDQ11","OUT045",4065.37972519168
"DRI11","OUT017",2018.32486203896
"FDY32","OUT027",4344.92907123711
"FDS51","OUT045",837.705191708275
"FDR19","OUT010",473.441290284829
"DRB13","OUT018",2744.8140920658
"FDS21","OUT035",1021.87075699399
"FDQ40","OUT045",2637.73485876036
"NCE55","OUT013",2640.87559143845
"FDX43","OUT027",4424.55049098956
"FDS12","OUT049",2167.74413543959
"DRK01","OUT027",2684.64002643903
"FDN25","OUT017",789.813290525665
"FDB60","OUT046",3541.86462056466
"FDQ13","OUT017",1553.62366980778
"DRK13","OUT045",2766.35563750085
"DRF25","OUT018",554.048906108461
"NCD42","OUT019",140.685282483479
"FDW25","OUT045",1697.86142454194
"NCV29","OUT027",4620.21306249038
"NCK42","OUT035",3662.53083732753
"DRJ13","OUT027",4382.43848185371
"DRD15","OUT017",3836.65319953809
"FDM27","OUT045",2599.64638103171
"FDZ50","OUT018",2690.30253631779
"FDC04","OUT046",3643.11473557142
"FDF50","OUT049",3168.03582785457
"FDP15","OUT045",4430.22445950873
"FDK46","OUT035",4131.62549951323
"FDZ56","OUT018",2235.9569245748
"FDY60","OUT049",2375.30001176316
"FDB10","OUT035",3947.30960539436
"FDR57","OUT045",2354.07169383779
"FDU58","OUT049",3195.362329736
"FDH02","OUT046",1542.59894936044
"FDP48","OUT013",2945.54639322122
"FDI46","OUT035",4028.64162761283
"FDW56","OUT013",3085.42177860504
"NCM19","OUT010",413.313287762088
"FDS50","OUT027",5898.20819288699
"FDK24","OUT013",730.820210024652
"FDO36","OUT017",3061.11572674304
"FDK45","OUT027",2980.40307975417
"NCL05","OUT045",727.268899527658
"FDL32","OUT018",1441.45588722122
"FDA28","OUT049",1969.45307239196
"FDY36","OUT018",1001.58267584004
"FDP32","OUT018",1773.56855907671
"FDL50","OUT046",2255.76523195734
"DRC24","OUT049",2503.53954380348
"NCS18","OUT017",1872.99210128886
"FDD16","OUT017",1218.66367276441
"NCV18","OUT013",1675.28531782715
"FDX07","OUT046",2761.28830133983
"NCZ05","OUT027",2787.13967421808
"NCI31","OUT013",639.140695418297
"FDK14","OUT049",1325.72047018689
"NCR06","OUT045",732.033169035871
"NCF54","OUT049",3228.58232108333
"DRG23","OUT010",476.284337697706
"FDD53","OUT046",658.120004477318
"NCM31","OUT027",3593.71956213256
"FDT16","OUT017",4215.69148535449
"FDR40","OUT035",1518.34262211088
"DRG25","OUT017",3428.12586492259
"FDT10","OUT035",1023.4563364471
"FDY32","OUT013",2593.16014049409
"FDN50","OUT035",1429.90380439067
"FDZ35","OUT019",259.516946853656
"NCP54","OUT045",1771.502536649
"NCD07","OUT035",1680.42206510056
"FDS02","OUT018",2865.48260807723
"DRN59","OUT018",634.228432727198
"DRB24","OUT013",2478.18088907072
"FDP37","OUT027",3063.57978468638
"DRB01","OUT018",2823.72482917827
"FDR47","OUT046",2870.56922642549
"NCM31","OUT010",651.774696733862
"NCF06","OUT027",5925.88521911323
"NCV17","OUT027",3017.27693188366
"FDS10","OUT049",2567.72714259538
"FDN52","OUT035",1476.94995459979
"FDZ48","OUT013",1903.30791237808
"FDJ48","OUT049",3911.76293520016
"DRB13","OUT027",4444.79945339261
"FDV59","OUT017",3935.93043419622
"FDL32","OUT035",1631.07495696393
"FDZ12","OUT035",2511.08948228324
"NCR06","OUT027",1433.60026887356
"FDP51","OUT017",2048.07466669296
"FDY22","OUT013",2597.56297898274
"FDZ38","OUT049",2859.51531001874
"NCO54","OUT035",949.40210613281
"FDR23","OUT035",2907.56056677821
"FDM38","OUT049",984.992023577518
"FDS25","OUT013",1952.48395332125
"FDZ22","OUT013",1581.58386325496
"FDZ20","OUT019",536.924831532555
"FDD45","OUT010",244.95975389832
"FDN03","OUT049",4002.9872798964
"NCW30","OUT046",3622.30142196259
"FDY24","OUT027",2217.94692954974
"FDJ26","OUT019",589.966344314223
